ph,turbidity_ntu,tds_ppm,temperature_c,risk_label
7.48,1.13,348.3,21.0,SAFE
5.66,6.02,906.8,26.7,ACID_MINE_DRAINAGE_RISK
8.97,2.23,1180.9,28.3,FLUORIDE_RISK
6.03,14.54,647.2,25.8,IRON_MANGANESE_RISK
7.56,1.09,247.6,26.3,SAFE
6.09,0.14,344.0,20.0,SAFE
5.93,20.11,691.2,25.3,IRON_MANGANESE_RISK
7.34,0.91,458.3,28.0,SAFE
8.53,1.75,234.6,24.6,SAFE
5.1,3.79,618.7,28.8,ACID_MINE_DRAINAGE_RISK
7.14,0.96,403.9,20.7,SAFE
7.27,0.35,313.6,23.2,SAFE
5.47,2.14,1201.5,25.7,ACID_MINE_DRAINAGE_RISK
7.94,1.42,374.4,26.1,SAFE
7.75,0.52,355.9,26.0,SAFE
7.83,0.44,275.9,22.2,SAFE
4.06,6.5,1108.5,25.7,ACID_MINE_DRAINAGE_RISK
7.12,0.59,206.2,25.6,SAFE
6.14,17.5,849.7,24.7,IRON_MANGANESE_RISK
5.49,8.26,1322.5,28.1,ACID_MINE_DRAINAGE_RISK
8.46,2.16,1878.6,27.1,FLUORIDE_RISK
6.06,17.29,902.1,26.0,IRON_MANGANESE_RISK
4.67,4.43,1143.1,34.1,ACID_MINE_DRAINAGE_RISK
7.29,1.31,347.5,25.1,SAFE
6.76,16.39,503.7,27.5,IRON_MANGANESE_RISK
7.09,0.99,402.6,21.1,SAFE
5.95,3.24,1147.9,28.8,ACID_MINE_DRAINAGE_RISK
6.23,4.7,614.4,28.1,IRON_MANGANESE_RISK
5.91,8.72,828.1,27.6,ACID_MINE_DRAINAGE_RISK
5.06,0.94,1184.2,28.1,ACID_MINE_DRAINAGE_RISK
7.27,0.92,399.0,26.2,SAFE
6.96,0.45,304.4,24.1,SAFE
6.9,1.84,346.3,24.0,SAFE
8.92,1.32,1459.0,27.0,FLUORIDE_RISK
7.21,0.77,135.0,23.2,SAFE
7.15,1.09,300.2,25.8,SAFE
6.89,0.25,267.7,31.4,SAFE
4.95,12.95,1235.8,22.5,ACID_MINE_DRAINAGE_RISK
6.39,12.18,811.6,26.4,IRON_MANGANESE_RISK
8.86,1.23,1118.9,29.1,FLUORIDE_RISK
6.52,15.0,726.4,28.0,IRON_MANGANESE_RISK
8.94,1.31,1300.9,28.7,FLUORIDE_RISK
4.36,7.59,1308.7,23.6,ACID_MINE_DRAINAGE_RISK
4.86,8.77,1006.0,27.7,ACID_MINE_DRAINAGE_RISK
6.92,1.13,246.0,23.1,SAFE
6.9,15.37,552.9,26.0,IRON_MANGANESE_RISK
5.96,16.31,432.4,24.4,IRON_MANGANESE_RISK
4.38,0.15,1465.9,22.2,ACID_MINE_DRAINAGE_RISK
7.27,0.13,348.3,21.1,SAFE
6.15,18.26,652.7,26.1,IRON_MANGANESE_RISK
7.38,0.15,172.6,25.2,SAFE
7.92,0.77,350.8,16.9,SAFE
7.45,0.15,323.3,22.1,SAFE
6.98,0.39,336.3,20.8,SAFE
3.5,8.71,1086.7,23.5,ACID_MINE_DRAINAGE_RISK
5.49,8.3,1119.3,29.2,ACID_MINE_DRAINAGE_RISK
8.91,1.24,1787.7,28.8,FLUORIDE_RISK
7.09,1.31,203.9,28.1,SAFE
8.76,2.16,1095.6,28.3,FLUORIDE_RISK
7.64,0.47,414.0,19.4,SAFE
4.16,12.96,1228.6,25.7,ACID_MINE_DRAINAGE_RISK
7.04,0.12,387.7,20.8,SAFE
6.42,16.55,681.9,24.8,IRON_MANGANESE_RISK
6.56,19.55,824.4,26.5,IRON_MANGANESE_RISK
5.83,2.99,1337.3,28.1,ACID_MINE_DRAINAGE_RISK
6.83,0.15,424.4,22.9,SAFE
6.28,0.73,289.2,26.0,SAFE
8.87,3.14,746.8,30.7,FLUORIDE_RISK
9.22,2.61,1311.1,31.2,FLUORIDE_RISK
7.74,1.02,306.5,25.7,SAFE
4.17,6.2,1485.9,24.0,ACID_MINE_DRAINAGE_RISK
7.57,1.24,332.9,22.4,SAFE
7.5,0.21,380.8,22.6,SAFE
5.52,8.52,1173.5,23.2,ACID_MINE_DRAINAGE_RISK
4.68,6.45,1132.8,28.7,ACID_MINE_DRAINAGE_RISK
6.78,14.38,528.9,25.9,IRON_MANGANESE_RISK
5.95,11.19,596.2,28.3,IRON_MANGANESE_RISK
5.45,3.22,1098.2,26.2,ACID_MINE_DRAINAGE_RISK
4.98,8.3,1230.5,30.5,ACID_MINE_DRAINAGE_RISK
8.41,1.07,1405.0,31.3,FLUORIDE_RISK
6.8,0.69,288.9,24.6,SAFE
8.11,0.74,359.3,27.3,SAFE
6.46,13.34,470.7,27.4,IRON_MANGANESE_RISK
7.68,0.2,313.6,23.4,SAFE
6.66,13.46,767.9,28.3,IRON_MANGANESE_RISK
4.79,9.0,1475.4,27.5,ACID_MINE_DRAINAGE_RISK
7.22,1.72,387.5,22.3,SAFE
6.84,0.93,231.3,28.0,SAFE
7.36,0.81,270.0,26.4,SAFE
3.78,5.84,1394.5,24.2,ACID_MINE_DRAINAGE_RISK
7.43,0.6,333.0,23.0,SAFE
8.95,2.44,1001.4,28.6,FLUORIDE_RISK
6.49,11.24,637.1,25.8,IRON_MANGANESE_RISK
5.15,4.01,1670.6,25.9,ACID_MINE_DRAINAGE_RISK
6.47,0.45,393.4,19.1,SAFE
7.3,0.23,344.2,28.3,SAFE
7.27,0.78,219.4,25.5,SAFE
5.97,10.37,718.0,28.1,IRON_MANGANESE_RISK
9.31,2.39,1614.1,31.8,FLUORIDE_RISK
6.96,0.9,321.4,26.8,SAFE
7.32,0.66,360.7,21.1,SAFE
6.65,16.35,844.8,23.8,IRON_MANGANESE_RISK
5.24,3.14,672.9,23.4,ACID_MINE_DRAINAGE_RISK
6.29,13.71,657.8,26.3,IRON_MANGANESE_RISK
7.37,1.22,358.7,23.2,SAFE
5.9,5.03,878.0,27.8,ACID_MINE_DRAINAGE_RISK
6.47,10.56,639.1,25.7,IRON_MANGANESE_RISK
4.77,6.8,1397.3,27.7,ACID_MINE_DRAINAGE_RISK
6.29,20.25,1091.8,26.5,IRON_MANGANESE_RISK
8.7,1.6,1322.1,27.8,FLUORIDE_RISK
6.56,23.47,778.4,22.6,IRON_MANGANESE_RISK
7.02,0.92,385.3,28.5,SAFE
5.08,9.97,942.7,26.2,ACID_MINE_DRAINAGE_RISK
7.74,1.61,275.9,25.2,SAFE
7.66,1.06,264.4,22.4,SAFE
6.49,0.2,333.6,28.2,SAFE
5.02,5.96,1167.0,27.7,ACID_MINE_DRAINAGE_RISK
4.38,9.28,1250.9,23.7,ACID_MINE_DRAINAGE_RISK
4.83,5.67,946.9,25.8,ACID_MINE_DRAINAGE_RISK
6.78,0.12,410.1,29.8,SAFE
6.17,15.3,544.9,25.2,IRON_MANGANESE_RISK
6.17,16.58,684.1,25.8,IRON_MANGANESE_RISK
4.72,8.54,1259.8,25.4,ACID_MINE_DRAINAGE_RISK
6.57,21.59,895.3,26.9,IRON_MANGANESE_RISK
7.65,0.32,292.1,30.5,SAFE
7.27,12.76,314.2,30.8,MICROBIAL_RISK
6.53,6.08,588.0,27.9,IRON_MANGANESE_RISK
8.98,1.66,1168.1,29.5,FLUORIDE_RISK
6.39,12.54,639.3,24.2,IRON_MANGANESE_RISK
6.44,12.99,892.8,27.8,IRON_MANGANESE_RISK
7.24,0.27,281.4,26.5,SAFE
7.01,0.88,381.5,23.2,SAFE
6.52,22.75,357.3,28.7,MICROBIAL_RISK
4.9,10.25,866.9,27.5,ACID_MINE_DRAINAGE_RISK
7.83,0.68,331.8,23.3,SAFE
6.56,12.03,762.5,22.6,IRON_MANGANESE_RISK
9.19,1.36,1685.1,30.4,FLUORIDE_RISK
6.49,13.22,730.7,24.1,IRON_MANGANESE_RISK
4.96,5.37,1394.6,27.2,ACID_MINE_DRAINAGE_RISK
6.38,23.5,547.6,25.3,IRON_MANGANESE_RISK
3.95,2.52,1126.1,25.7,ACID_MINE_DRAINAGE_RISK
5.9,4.56,926.0,26.6,ACID_MINE_DRAINAGE_RISK
6.39,11.39,541.3,29.0,IRON_MANGANESE_RISK
7.6,1.64,375.2,25.4,SAFE
6.36,0.28,258.0,28.6,SAFE
6.05,4.7,1160.3,28.5,ACID_MINE_DRAINAGE_RISK
5.47,9.56,1087.3,25.6,ACID_MINE_DRAINAGE_RISK
6.11,7.84,466.8,27.7,IRON_MANGANESE_RISK
7.48,0.14,176.9,24.3,SAFE
4.94,8.85,1636.9,25.3,ACID_MINE_DRAINAGE_RISK
6.76,0.25,372.9,25.7,SAFE
5.28,4.88,942.7,23.4,ACID_MINE_DRAINAGE_RISK
4.15,5.49,794.6,23.8,ACID_MINE_DRAINAGE_RISK
7.02,39.27,585.9,28.9,MICROBIAL_RISK
7.07,1.37,222.7,19.6,SAFE
5.07,1.09,697.6,26.0,ACID_MINE_DRAINAGE_RISK
7.19,0.66,252.3,29.3,SAFE
6.5,14.62,702.7,28.8,IRON_MANGANESE_RISK
6.92,0.59,235.7,24.3,SAFE
6.36,12.26,375.5,26.5,IRON_MANGANESE_RISK
4.91,6.47,1334.0,28.8,ACID_MINE_DRAINAGE_RISK
7.35,0.37,328.5,23.4,SAFE
6.24,15.69,458.0,25.6,IRON_MANGANESE_RISK
6.17,10.08,629.2,28.3,IRON_MANGANESE_RISK
6.96,2.63,319.1,20.4,SAFE
5.43,3.29,808.2,27.2,ACID_MINE_DRAINAGE_RISK
4.93,8.72,1077.8,27.0,ACID_MINE_DRAINAGE_RISK
7.09,0.22,258.2,27.0,SAFE
6.45,5.28,826.0,26.0,IRON_MANGANESE_RISK
4.68,2.67,1275.8,27.8,ACID_MINE_DRAINAGE_RISK
7.22,0.26,278.8,22.4,SAFE
7.01,0.18,267.9,22.7,SAFE
9.13,2.34,989.9,27.0,FLUORIDE_RISK
5.41,8.01,991.3,23.3,ACID_MINE_DRAINAGE_RISK
7.14,0.38,388.5,24.7,SAFE
8.83,1.74,1342.5,28.3,FLUORIDE_RISK
7.17,0.27,306.2,28.1,SAFE
6.87,0.28,341.4,20.3,SAFE
6.48,20.24,642.7,23.5,IRON_MANGANESE_RISK
6.84,1.1,312.3,29.8,SAFE
5.15,4.79,1187.6,30.5,ACID_MINE_DRAINAGE_RISK
6.83,0.57,432.5,17.9,SAFE
6.33,14.08,763.0,27.6,IRON_MANGANESE_RISK
5.37,5.56,1197.2,28.1,ACID_MINE_DRAINAGE_RISK
8.61,2.03,1688.6,23.4,FLUORIDE_RISK
7.22,37.09,419.3,34.7,MICROBIAL_RISK
7.58,2.11,374.6,25.3,SAFE
7.97,0.92,364.9,24.6,SAFE
6.69,0.54,282.1,24.6,SAFE
7.39,2.72,205.3,25.0,SAFE
6.55,13.42,505.2,26.0,IRON_MANGANESE_RISK
6.82,10.59,777.5,25.8,IRON_MANGANESE_RISK
7.72,1.3,441.7,23.5,SAFE
5.82,5.36,651.2,30.5,ACID_MINE_DRAINAGE_RISK
7.16,0.71,394.7,29.5,SAFE
6.51,23.16,720.6,27.3,IRON_MANGANESE_RISK
6.54,12.4,641.7,24.2,IRON_MANGANESE_RISK
7.17,0.3,330.9,24.0,SAFE
7.26,0.61,305.5,24.7,SAFE
7.35,0.15,193.2,26.1,SAFE
7.4,1.33,415.5,26.4,SAFE
7.36,0.64,248.5,29.8,SAFE
8.9,2.12,1268.1,22.6,FLUORIDE_RISK
8.78,1.9,1344.1,28.6,FLUORIDE_RISK
6.3,5.89,600.0,23.8,IRON_MANGANESE_RISK
7.23,0.31,360.4,26.9,SAFE
6.25,11.51,450.0,32.6,IRON_MANGANESE_RISK
9.13,2.42,1382.4,32.5,FLUORIDE_RISK
8.79,1.71,1015.8,33.3,FLUORIDE_RISK
8.62,1.7,1154.1,28.5,FLUORIDE_RISK
7.09,20.31,513.8,31.4,MICROBIAL_RISK
7.7,1.41,324.0,26.2,SAFE
5.52,2.31,650.7,25.6,ACID_MINE_DRAINAGE_RISK
6.99,0.57,269.6,29.8,SAFE
7.9,0.43,312.8,28.8,SAFE
7.89,21.63,537.5,29.1,MICROBIAL_RISK
9.07,0.47,2091.5,24.4,FLUORIDE_RISK
6.6,0.19,288.1,21.6,SAFE
9.24,2.73,1858.5,27.0,FLUORIDE_RISK
8.92,3.25,1546.9,28.9,FLUORIDE_RISK
6.24,16.81,758.5,25.7,IRON_MANGANESE_RISK
6.5,14.76,640.1,26.0,IRON_MANGANESE_RISK
4.53,9.35,759.0,28.0,ACID_MINE_DRAINAGE_RISK
6.83,30.96,557.5,27.2,MICROBIAL_RISK
4.43,4.06,1343.8,28.1,ACID_MINE_DRAINAGE_RISK
8.0,1.71,454.6,24.0,SAFE
4.15,8.6,1149.8,23.5,ACID_MINE_DRAINAGE_RISK
6.06,3.96,1043.0,27.2,ACID_MINE_DRAINAGE_RISK
6.96,0.26,305.0,23.8,SAFE
7.39,0.86,434.4,24.1,SAFE
8.53,2.11,1977.1,30.4,FLUORIDE_RISK
7.87,1.68,262.2,28.7,SAFE
7.52,0.24,215.5,25.4,SAFE
5.66,4.82,1059.7,30.4,ACID_MINE_DRAINAGE_RISK
7.14,0.11,328.2,22.0,SAFE
6.22,12.1,752.0,23.7,IRON_MANGANESE_RISK
8.68,3.53,1461.0,33.0,FLUORIDE_RISK
6.83,0.35,415.1,30.3,SAFE
7.15,0.42,239.4,27.2,SAFE
7.39,0.27,320.8,20.8,SAFE
4.55,8.53,1335.3,27.6,ACID_MINE_DRAINAGE_RISK
8.84,2.03,1548.1,28.9,FLUORIDE_RISK
7.83,1.68,378.8,25.7,SAFE
7.33,0.36,142.9,27.5,SAFE
7.66,0.92,386.7,25.9,SAFE
6.45,0.11,237.9,25.5,SAFE
7.31,2.55,366.6,25.4,SAFE
7.04,1.21,213.5,22.7,SAFE
8.88,1.78,1931.9,25.6,FLUORIDE_RISK
7.04,0.63,312.0,23.5,SAFE
5.99,6.34,796.8,28.6,ACID_MINE_DRAINAGE_RISK
7.32,0.65,459.3,33.5,SAFE
8.55,2.84,1731.2,24.7,FLUORIDE_RISK
7.09,0.47,113.7,25.3,SAFE
6.57,8.09,315.5,24.6,IRON_MANGANESE_RISK
4.72,5.76,1266.4,30.3,ACID_MINE_DRAINAGE_RISK
6.69,5.93,848.4,26.2,IRON_MANGANESE_RISK
6.52,19.21,471.9,24.3,IRON_MANGANESE_RISK
6.15,21.93,684.7,27.3,IRON_MANGANESE_RISK
4.18,2.51,1285.1,29.2,ACID_MINE_DRAINAGE_RISK
7.55,0.31,421.8,28.1,SAFE
6.12,20.39,431.5,24.8,IRON_MANGANESE_RISK
7.07,1.77,342.2,25.8,SAFE
8.97,2.69,1361.8,26.5,FLUORIDE_RISK
6.64,16.1,518.2,23.4,IRON_MANGANESE_RISK
6.38,11.12,469.8,22.6,IRON_MANGANESE_RISK
7.51,1.11,256.1,19.6,SAFE
5.84,5.14,1080.5,25.7,ACID_MINE_DRAINAGE_RISK
7.41,0.53,327.2,20.2,SAFE
6.93,0.44,254.8,24.0,SAFE
7.16,0.85,373.5,21.2,SAFE
8.07,0.38,180.6,28.2,SAFE
8.12,0.5,242.0,25.4,SAFE
5.74,6.99,1194.1,28.3,ACID_MINE_DRAINAGE_RISK
5.37,11.67,1313.6,31.7,ACID_MINE_DRAINAGE_RISK
7.05,2.05,376.2,29.0,SAFE
7.18,0.75,228.0,21.0,SAFE
6.02,10.43,1024.9,32.1,ACID_MINE_DRAINAGE_RISK
5.47,4.26,1095.1,26.1,ACID_MINE_DRAINAGE_RISK
6.87,2.09,307.8,26.3,SAFE
5.9,6.86,1295.4,29.1,ACID_MINE_DRAINAGE_RISK
6.54,7.83,851.8,25.6,ACID_MINE_DRAINAGE_RISK
8.76,2.03,2026.3,28.6,FLUORIDE_RISK
5.71,7.84,1357.4,26.1,ACID_MINE_DRAINAGE_RISK
6.77,1.08,199.3,22.6,SAFE
6.98,19.85,847.2,25.0,IRON_MANGANESE_RISK
6.82,14.4,655.9,26.5,IRON_MANGANESE_RISK
4.23,1.16,1180.6,23.1,ACID_MINE_DRAINAGE_RISK
7.36,0.61,237.8,23.4,SAFE
7.81,0.43,346.2,24.9,SAFE
5.65,10.86,1084.7,22.9,ACID_MINE_DRAINAGE_RISK
7.49,0.66,246.2,24.9,SAFE
7.82,0.15,324.7,28.2,SAFE
4.8,8.47,980.2,24.5,ACID_MINE_DRAINAGE_RISK
5.49,26.78,577.9,29.2,MICROBIAL_RISK
6.96,0.11,368.8,24.6,SAFE
9.74,2.19,1078.7,30.1,FLUORIDE_RISK
7.62,0.86,340.2,28.1,SAFE
6.59,4.34,371.8,29.2,SAFE
4.17,9.38,1079.6,26.1,ACID_MINE_DRAINAGE_RISK
8.69,1.97,1348.7,29.9,FLUORIDE_RISK
7.56,0.57,183.4,30.5,SAFE
7.27,1.01,360.7,23.2,SAFE
6.34,21.96,561.6,26.5,IRON_MANGANESE_RISK
9.37,2.21,1472.6,29.3,FLUORIDE_RISK
4.6,9.45,1314.1,27.0,ACID_MINE_DRAINAGE_RISK
7.04,30.11,428.5,28.0,MICROBIAL_RISK
4.5,2.79,1436.5,28.5,ACID_MINE_DRAINAGE_RISK
7.14,18.15,793.2,26.7,IRON_MANGANESE_RISK
9.83,1.82,1492.6,31.6,FLUORIDE_RISK
5.14,6.75,1077.0,27.3,ACID_MINE_DRAINAGE_RISK
4.77,7.79,1211.0,30.1,ACID_MINE_DRAINAGE_RISK
8.09,0.7,296.8,27.7,SAFE
5.0,4.68,1102.4,30.5,ACID_MINE_DRAINAGE_RISK
7.35,0.55,383.0,22.6,SAFE
5.89,8.66,559.3,29.3,ACID_MINE_DRAINAGE_RISK
5.0,8.59,864.3,23.1,ACID_MINE_DRAINAGE_RISK
5.1,4.51,1756.3,26.6,ACID_MINE_DRAINAGE_RISK
7.67,1.97,342.3,23.4,SAFE
7.14,20.01,670.3,30.2,MICROBIAL_RISK
6.68,15.92,730.9,27.2,IRON_MANGANESE_RISK
6.38,14.82,576.9,27.2,IRON_MANGANESE_RISK
7.41,0.63,322.9,22.8,SAFE
6.44,8.21,603.6,25.5,IRON_MANGANESE_RISK
5.19,4.6,1649.4,30.0,ACID_MINE_DRAINAGE_RISK
7.77,0.87,340.5,25.8,SAFE
6.1,16.19,758.8,28.9,IRON_MANGANESE_RISK
6.72,8.97,828.0,27.6,IRON_MANGANESE_RISK
7.2,0.82,322.4,25.2,SAFE
6.88,34.61,296.5,28.9,MICROBIAL_RISK
6.51,0.7,230.9,23.2,SAFE
7.66,0.76,374.6,25.9,SAFE
7.33,0.68,414.0,24.6,SAFE
6.96,0.28,429.7,25.1,SAFE
6.7,23.34,712.5,25.9,IRON_MANGANESE_RISK
4.6,4.61,1222.2,33.0,ACID_MINE_DRAINAGE_RISK
7.51,0.75,388.5,24.4,SAFE
8.72,1.46,1663.8,28.1,FLUORIDE_RISK
6.82,0.79,312.4,26.0,SAFE
7.35,1.81,349.0,16.2,SAFE
7.02,2.0,360.9,28.1,SAFE
7.66,0.43,395.1,24.5,SAFE
6.37,7.97,798.8,25.7,IRON_MANGANESE_RISK
6.8,0.28,323.4,28.2,SAFE
6.37,12.59,446.0,25.8,IRON_MANGANESE_RISK
7.21,2.01,269.8,25.7,SAFE
6.83,27.8,569.5,29.1,MICROBIAL_RISK
8.75,1.96,1683.0,30.4,FLUORIDE_RISK
6.66,16.1,789.3,22.8,IRON_MANGANESE_RISK
6.46,6.55,613.8,27.2,IRON_MANGANESE_RISK
9.19,2.16,1144.3,29.4,FLUORIDE_RISK
7.21,0.74,273.2,28.5,SAFE
6.92,34.28,590.0,29.3,MICROBIAL_RISK
7.08,21.82,413.8,30.2,MICROBIAL_RISK
7.45,0.75,164.1,22.8,SAFE
6.53,16.87,699.3,27.9,IRON_MANGANESE_RISK
8.86,0.17,1133.1,28.9,FLUORIDE_RISK
9.0,2.17,1830.8,27.6,FLUORIDE_RISK
6.84,23.01,486.8,32.0,MICROBIAL_RISK
7.66,0.31,287.1,24.9,SAFE
6.65,12.25,736.7,28.2,IRON_MANGANESE_RISK
6.17,0.35,386.7,24.8,SAFE
6.76,14.25,700.9,32.4,IRON_MANGANESE_RISK
7.84,0.86,331.5,22.6,SAFE
5.13,8.65,1153.9,24.3,ACID_MINE_DRAINAGE_RISK
6.96,0.48,322.2,25.5,SAFE
7.42,0.25,376.3,25.9,SAFE
7.4,0.57,425.4,23.8,SAFE
5.68,2.62,1351.2,23.2,ACID_MINE_DRAINAGE_RISK
7.46,0.38,348.0,25.6,SAFE
4.63,7.2,1137.2,29.2,ACID_MINE_DRAINAGE_RISK
6.2,17.2,734.9,26.1,IRON_MANGANESE_RISK
7.36,0.31,324.4,22.5,SAFE
7.6,0.12,342.4,25.8,SAFE
4.73,5.96,1307.4,29.3,ACID_MINE_DRAINAGE_RISK
9.13,2.23,1665.4,31.9,FLUORIDE_RISK
5.26,8.32,909.5,26.5,ACID_MINE_DRAINAGE_RISK
6.61,0.25,347.1,21.2,SAFE
6.43,24.76,564.6,25.1,IRON_MANGANESE_RISK
4.58,7.97,1267.6,28.4,ACID_MINE_DRAINAGE_RISK
6.77,2.77,326.7,26.8,SAFE
6.59,17.48,906.5,28.4,IRON_MANGANESE_RISK
6.76,17.5,555.1,23.4,IRON_MANGANESE_RISK
6.07,3.62,352.1,28.9,SAFE
7.5,1.17,442.4,27.7,SAFE
8.14,0.63,381.1,25.0,SAFE
7.11,23.8,611.3,27.0,MICROBIAL_RISK
7.13,0.22,178.3,22.9,SAFE
6.23,22.54,497.0,24.6,IRON_MANGANESE_RISK
7.54,0.36,251.2,21.5,SAFE
5.01,6.7,862.2,27.3,ACID_MINE_DRAINAGE_RISK
5.01,5.03,1504.5,25.0,ACID_MINE_DRAINAGE_RISK
4.96,0.05,1437.4,28.8,ACID_MINE_DRAINAGE_RISK
6.56,15.38,498.8,26.5,IRON_MANGANESE_RISK
7.1,0.19,345.2,28.0,SAFE
7.32,1.64,280.8,26.1,SAFE
7.33,0.6,329.8,29.3,SAFE
8.03,0.88,427.8,27.3,SAFE
6.62,12.17,446.7,26.1,IRON_MANGANESE_RISK
6.97,0.25,518.8,25.4,SAFE
7.54,2.12,362.4,26.1,SAFE
4.37,8.38,627.4,29.0,ACID_MINE_DRAINAGE_RISK
7.62,0.94,386.7,24.3,SAFE
7.48,0.33,176.9,24.2,SAFE
8.08,0.05,1562.7,27.2,FLUORIDE_RISK
4.21,5.17,1186.7,25.6,ACID_MINE_DRAINAGE_RISK
6.78,0.4,269.4,28.2,SAFE
4.31,8.02,1194.4,31.4,ACID_MINE_DRAINAGE_RISK
4.74,8.3,1139.6,29.5,ACID_MINE_DRAINAGE_RISK
5.2,7.0,1461.2,28.4,ACID_MINE_DRAINAGE_RISK
4.68,6.69,1257.3,22.9,ACID_MINE_DRAINAGE_RISK
5.12,10.34,1545.8,27.2,ACID_MINE_DRAINAGE_RISK
5.61,7.08,685.2,23.4,ACID_MINE_DRAINAGE_RISK
7.16,0.52,326.8,25.7,SAFE
7.85,1.03,394.0,22.3,SAFE
5.64,9.23,932.7,29.0,ACID_MINE_DRAINAGE_RISK
4.66,11.36,1341.6,30.6,ACID_MINE_DRAINAGE_RISK
7.59,0.74,392.9,23.6,SAFE
7.01,0.3,373.5,23.2,SAFE
4.22,7.38,805.8,28.6,ACID_MINE_DRAINAGE_RISK
6.84,1.11,392.0,24.1,SAFE
6.21,34.48,406.8,28.4,MICROBIAL_RISK
5.53,9.52,933.4,25.9,ACID_MINE_DRAINAGE_RISK
7.09,17.08,529.3,25.1,IRON_MANGANESE_RISK
7.65,40.09,362.5,32.0,MICROBIAL_RISK
7.63,0.96,375.9,28.4,SAFE
6.9,0.48,317.9,22.8,SAFE
6.8,0.26,129.8,27.1,SAFE
5.51,7.02,959.9,24.8,ACID_MINE_DRAINAGE_RISK
7.02,27.56,469.5,30.2,MICROBIAL_RISK
6.29,0.66,280.4,27.2,SAFE
5.04,8.09,1177.6,26.0,ACID_MINE_DRAINAGE_RISK
7.08,0.19,158.4,25.4,SAFE
4.55,6.73,1175.0,22.1,ACID_MINE_DRAINAGE_RISK
8.71,1.67,1138.1,27.7,FLUORIDE_RISK
7.05,0.47,333.9,21.0,SAFE
8.05,2.64,420.3,23.2,SAFE
6.35,0.35,277.5,24.9,SAFE
8.87,1.14,1582.2,30.8,FLUORIDE_RISK
6.46,12.29,373.0,28.4,IRON_MANGANESE_RISK
8.93,1.89,929.3,34.6,FLUORIDE_RISK
4.82,7.44,1049.3,27.5,ACID_MINE_DRAINAGE_RISK
6.19,21.77,658.3,26.6,IRON_MANGANESE_RISK
7.19,0.41,326.7,22.6,SAFE
6.62,14.28,1054.3,24.1,IRON_MANGANESE_RISK
5.79,5.73,1157.4,23.7,ACID_MINE_DRAINAGE_RISK
7.07,14.54,543.8,21.3,IRON_MANGANESE_RISK
8.86,2.18,1906.3,28.8,FLUORIDE_RISK
5.09,6.98,1328.9,28.7,ACID_MINE_DRAINAGE_RISK
5.19,9.34,872.2,26.5,ACID_MINE_DRAINAGE_RISK
7.43,0.27,334.9,22.0,SAFE
6.28,14.46,706.0,27.9,IRON_MANGANESE_RISK
8.15,0.88,452.7,28.1,SAFE
9.1,2.34,1171.7,29.0,FLUORIDE_RISK
5.11,10.89,896.0,26.3,ACID_MINE_DRAINAGE_RISK
6.05,10.48,764.6,29.9,IRON_MANGANESE_RISK
6.76,1.05,386.3,23.3,SAFE
6.26,10.48,736.4,24.6,IRON_MANGANESE_RISK
6.73,14.08,489.8,25.9,IRON_MANGANESE_RISK
7.21,0.49,201.0,18.7,SAFE
7.82,0.38,264.2,22.4,SAFE
5.95,8.02,1121.5,28.4,ACID_MINE_DRAINAGE_RISK
7.15,4.71,346.6,31.5,MICROBIAL_RISK
6.31,7.41,1238.6,19.0,ACID_MINE_DRAINAGE_RISK
4.94,1.5,575.5,30.3,ACID_MINE_DRAINAGE_RISK
7.28,0.54,259.7,24.1,SAFE
6.74,38.4,567.4,27.0,MICROBIAL_RISK
6.58,10.4,206.9,25.0,IRON_MANGANESE_RISK
7.11,19.34,696.1,35.9,MICROBIAL_RISK
4.72,7.37,1545.2,31.6,ACID_MINE_DRAINAGE_RISK
6.47,11.11,658.7,22.4,IRON_MANGANESE_RISK
6.2,15.44,712.6,26.2,IRON_MANGANESE_RISK
7.48,0.99,383.0,22.1,SAFE
8.6,1.35,1396.3,26.1,FLUORIDE_RISK
6.48,17.52,700.0,25.4,IRON_MANGANESE_RISK
7.39,0.99,352.2,24.8,SAFE
6.59,15.63,377.7,26.6,IRON_MANGANESE_RISK
6.78,0.27,226.3,27.5,SAFE
7.39,0.22,359.9,27.1,SAFE
8.83,1.63,2120.6,30.5,FLUORIDE_RISK
4.37,7.44,1630.2,26.3,ACID_MINE_DRAINAGE_RISK
4.79,11.3,789.2,24.4,ACID_MINE_DRAINAGE_RISK
4.85,8.98,951.5,26.1,ACID_MINE_DRAINAGE_RISK
6.94,0.61,402.2,22.1,SAFE
7.21,0.87,246.0,25.8,SAFE
7.75,0.36,360.1,21.5,SAFE
7.44,0.11,278.6,29.2,SAFE
6.65,16.14,520.7,24.8,IRON_MANGANESE_RISK
7.42,32.16,486.1,30.3,MICROBIAL_RISK
4.91,6.38,904.3,24.6,ACID_MINE_DRAINAGE_RISK
6.77,0.3,373.8,24.8,SAFE
7.68,0.87,492.0,22.0,SAFE
6.72,0.84,303.7,22.0,SAFE
8.63,2.35,1002.5,28.3,FLUORIDE_RISK
4.47,5.42,1239.9,25.6,ACID_MINE_DRAINAGE_RISK
6.6,10.11,623.7,24.1,IRON_MANGANESE_RISK
7.58,0.37,223.2,27.1,SAFE
7.29,0.44,298.3,29.2,SAFE
6.3,13.69,684.6,21.7,IRON_MANGANESE_RISK
7.13,1.21,261.0,31.8,SAFE
